full_name,age,positions,primary_position,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Julio Leonardo Dourado de Freitas,31,CB,CB,41,51,51,73,44,57,91,"[0.24992726743221283, -0.11553078889846802, 0.40694162249565125, -0.5921105146408081, 0.11034813523292542, -0.03364050015807152, 0.13364262878894806, -0.5496200919151306, 0.06299971044063568, 0.6501783132553101, -0.19241702556610107, -0.13370060920715332, 0.1816193163394928, -0.6588696837425232, -0.05239712446928024, -0.07934403419494629, -1.1734862327575684, -0.3837617337703705, -0.9859567880630493, 0.16392715275287628, -0.2909063696861267, 0.6134071946144104, -0.756437361240387, -0.4859568178653717, 0.03259453922510147, 0.06232535094022751, 0.43356961011886597, -0.015928346663713455, 0.2640734612941742, 0.792854905128479, -0.18461373448371887, -0.49136048555374146, 0.7022219300270081, 0.5138384103775024, -0.10614542663097382, 0.41720232367515564, 0.4340696632862091, -0.11488395929336548, 0.014413292519748211, 0.029681092128157616, 0.07685597240924835, 0.6042406558990479, 0.19052115082740784, 0.6486638784408569, 0.5183025002479553, 0.4830845892429352, -0.5113541483879089, -0.08534221351146698, -0.06515421718358994, 0.11167516559362411, 0.3156251311302185, 0.4037482738494873, 0.32855135202407837, -0.31641438603401184, -0.48015710711479187, -0.022222347557544708, 0.5451476573944092, -0.49574407935142517, -0.663612961769104, 0.3884008228778839, -1.0648620128631592, 0.2506408393383026, 0.20389656722545624, -0.13615676760673523]"
Markel Bergara Larrañaga,32,"CDM,CM",CDM,64,32,65,78,67,68,77,"[-0.1815798282623291, 0.3893815577030182, 0.13916516304016113, -0.23909462988376617, 0.0006389826885424554, -0.15216350555419922, -0.06596406549215317, -0.3930171728134155, 0.34744709730148315, 0.12034901976585388, 0.23185773193836212, -0.03347186744213104, 1.1444087028503418, -0.5843316912651062, 0.10874492675065994, -0.5752010941505432, -0.7802431583404541, -0.4442349076271057, -0.6103466749191284, 0.017116740345954895, 0.05838930606842041, 0.47306352853775024, -0.5648421049118042, -0.9136407971382141, -0.03618830814957619, -0.38398170471191406, -0.6156980395317078, -0.02550560049712658, -0.13379482924938202, 0.6720289587974548, 0.06950472295284271, -0.5740575194358826, 0.08144040405750275, 0.45758959650993347, -0.45639413595199585, 0.16147840023040771, 0.006756485439836979, -0.6336080431938171, -0.4867139458656311, 0.2737690806388855, 0.009488684125244617, 0.19350744783878326, 0.07669266313314438, 0.7334938645362854, 0.5673860907554626, 0.10354053229093552, -0.5453481078147888, -0.6271296143531799, 0.17134392261505127, -0.09293928742408752, 0.16765999794006348, 0.7659879326820374, -0.15875671803951263, 0.17230814695358276, -0.6469791531562805, 0.598763108253479, 0.05145192891359329, -0.014207698404788971, -0.6339744329452515, -0.3541848063468933, -0.9541612267494202, 0.3820553421974182, 0.3912454843521118, -0.5291609168052673]"
Lee Nguyen,32,"CAM,CM,ST",CAM,74,68,78,78,70,72,60,"[0.07791861146688461, -0.004639092367142439, 0.17064057290554047, 0.4792693853378296, -0.2570429742336273, -0.5976816415786743, 0.12443580478429794, -0.7121106386184692, 0.3004627227783203, -0.6677216291427612, 0.09378430992364883, -0.7139159440994263, 0.8859870433807373, 0.1068660095334053, -0.6855691075325012, -0.4247973561286926, -0.37295740842819214, -0.03046995773911476, -0.10480931401252747, -0.0010377258295193315, 0.964091420173645, 0.18539968132972717, -0.22970542311668396, -0.647742509841919, -0.40748363733291626, -0.2331364005804062, -0.66504967212677, 0.5666087865829468, -0.7019744515419006, -0.18356360495090485, -0.3646734058856964, -0.7894920110702515, 0.41643598675727844, 0.4734288156032562, 0.46636101603507996, 0.4649708569049835, -0.1915939301252365, 0.32943153381347656, -0.8870412707328796, -0.1013755351305008, -0.1815723329782486, -0.34740760922431946, -0.4117928743362427, 0.36726847290992737, 0.13894937932491302, 0.22804540395736694, -0.07750988751649857, -0.1012212410569191, 0.23844662308692932, -0.24089667201042175, 0.2700795829296112, 0.6874003410339355, -0.2942294776439667, -0.16024550795555115, -0.0780617967247963, -0.08279301971197128, 0.6685061454772949, -0.4983481764793396, -0.07370828092098236, -0.29911676049232483, -0.33565816283226013, -0.26225146651268005, -0.5628105998039246, -0.5209737420082092]"
Anthony Knockaert,27,RM,RM,75,72,83,73,71,72,54,"[-0.33133840560913086, -0.19491727650165558, 0.15425528585910797, 0.4556821882724762, 0.0797586515545845, -0.058787040412425995, -0.00042565708281472325, -0.7277185916900635, 0.22893153131008148, -0.34093523025512695, 0.4450524151325226, -0.4634074866771698, 0.9686864614486694, 0.33803072571754456, -0.6963918209075928, 0.37213024497032166, -0.5480617880821228, -0.24266137182712555, -0.0893017128109932, -0.19425006210803986, 0.6615319848060608, 0.3802289664745331, -0.4472523033618927, 0.17519165575504303, -0.8384636044502258, 0.1417672336101532, -0.4868512451648712, 0.6700229048728943, -0.8100035786628723, 0.3682035803794861, -0.6539905071258545, -0.6616371273994446, -0.1659906655550003, 0.09656617790460587, 0.6110515594482422, 0.309928834438324, 0.5637887716293335, 0.9545313715934753, -0.534483015537262, -0.21130681037902832, 0.19787481427192688, -0.16250750422477722, 0.0866042822599411, 0.19164752960205078, -0.05242772027850151, -0.29432499408721924, 0.3734026849269867, -0.4122993052005768, -0.07871263474225998, 0.016064608469605446, 0.35027462244033813, 0.2225710153579712, 0.17214225232601166, -0.6318603157997131, -0.012757315300405025, -0.2587973177433014, -0.24341772496700287, -0.5555769205093384, 0.11804015189409256, -0.39931967854499817, -0.7994580864906311, -0.1670297235250473, -0.15574534237384796, -0.25425171852111816]"
Iñigo Córdoba Kerejeta,21,LW,LW,86,82,81,75,70,81,65,"[0.43363794684410095, -0.24001798033714294, 0.3197753131389618, -0.25000542402267456, 0.5498859882354736, -0.3687888979911804, 0.2968086004257202, -0.8106581568717957, 0.014873559586703777, -0.8430858254432678, 0.7772347927093506, -0.3302839696407318, 0.14018210768699646, -0.16456127166748047, -0.241376593708992, 0.11431895196437836, -0.6806392669677734, 0.10627525299787521, 0.6454650163650513, -0.2209438681602478, 0.15611417591571808, 0.508847177028656, -0.5868600606918335, 0.03512031212449074, -1.6164278984069824, 0.12354817241430283, 0.1809149533510208, 0.07502157986164093, -0.2900855243206024, 0.7773211598396301, -0.03818438574671745, -0.01659301482141018, -0.2204022854566574, -0.18354105949401855, 0.6447247862815857, 0.522466242313385, -0.2196696698665619, 0.43054622411727905, 0.35581064224243164, 0.01584814116358757, 0.19211345911026, -0.3340749740600586, 0.31762024760246277, 0.19820795953273773, 0.17757998406887054, -0.3763943016529083, -0.1931348443031311, -0.19486315548419952, -0.1139509454369545, 0.5387449860572815, 0.3076850473880768, 0.11819785833358765, 0.12220030277967453, -0.6475839018821716, -0.5405920743942261, -0.27011245489120483, -0.14766071736812592, -0.08840740472078323, -0.05872095376253128, 0.03892946243286133, -0.597518801689148, 0.3724619448184967, -0.32933032512664795, -0.324442058801651]"
Joël Veltman,27,"RB,CB",RB,63,68,64,73,50,81,74,"[0.16470986604690552, 0.11617846041917801, 0.6439909934997559, -0.024268660694360733, -0.028134917840361595, 0.03722506761550903, -0.2314913421869278, 0.3582962155342102, -0.07614991068840027, -0.29049554467201233, 0.261956125497818, -0.17568042874336243, 0.7321240305900574, -0.7367119193077087, 0.5505321025848389, -0.011196290142834187, -0.258286714553833, 0.2499668449163437, -0.21733970940113068, 0.17963957786560059, 0.268657386302948, 0.24674320220947266, 0.15348772704601288, -0.9516492486000061, -1.030253529548645, -0.2692021131515503, -0.49049991369247437, 0.6714510321617126, 0.04281730577349663, 0.3459920585155487, -0.47724899649620056, -0.4903700649738312, 0.35497114062309265, 0.2603960633277893, -0.5096951127052307, 0.6169969439506531, -0.35232606530189514, -0.15511837601661682, -0.4783302843570709, 0.16725262999534607, -0.1477866917848587, -0.015525861643254757, -0.14047878980636597, 0.012935890816152096, 0.1846965253353119, 0.405248761177063, 0.09446047246456146, -0.007350492291152477, -0.5444168448448181, 0.19529367983341217, 0.45546695590019226, 0.07938599586486816, -0.9658138751983643, 0.2110229879617691, -0.5746349692344666, -0.6130540370941162, -0.22709739208221436, -0.04213127866387367, -0.2910313308238983, 0.371925950050354, -0.3836473524570465, 0.5088319182395935, 0.14447523653507233, -0.5335655808448792]"
Nicola Sansone,27,"ST,LM,RM",ST,82,79,79,75,77,59,65,"[0.2732909619808197, -0.2913769781589508, -0.2730390131473541, 0.13313280045986176, -0.022872203961014748, -0.7884842753410339, -0.051862478256225586, -0.7299541234970093, -0.19486378133296967, -0.775928795337677, 0.642549455165863, -0.2643873393535614, 0.5472622513771057, -0.11462979763746262, -0.700293242931366, 0.1299038529396057, -0.20640555024147034, -0.7577336430549622, -0.08061311393976212, 0.04270331934094429, 0.8723620176315308, -0.19353657960891724, -0.007834114134311676, -0.19641289114952087, -0.8735215067863464, 0.4691852629184723, -0.03450336307287216, 0.1881897747516632, -0.6077659726142883, 0.32641103863716125, -0.583553671836853, -0.5564293265342712, -0.04922773689031601, 0.7125039100646973, 0.693243682384491, 0.3677907884120941, 0.22772088646888733, 0.8314240574836731, -0.12386570870876312, 0.32299506664276123, 0.345339298248291, -0.2682357728481293, 0.24812711775302887, 0.3388158679008484, -0.10573885589838028, -0.2840939462184906, -0.0623156875371933, -0.23340199887752533, 0.3096019923686981, 0.20730994641780853, 0.3466845452785492, 0.8832520246505737, 0.27138885855674744, -0.17497560381889343, -0.07145266979932785, -0.493816077709198, 0.5249140858650208, -0.1953383982181549, 0.18982024490833282, 0.2302677482366562, -0.46430665254592896, 0.25298917293548584, -0.2950843870639801, 0.14278000593185425]"
Arda Turan,32,"CM,RM,LM",CM,72,62,78,78,71,55,64,"[0.08363381028175354, 0.12992237508296967, 0.20546895265579224, 0.5471093058586121, -0.3903084993362427, -0.7020530700683594, -0.23982016742229462, -0.23949791491031647, 0.36157938838005066, -0.5227138996124268, 0.2900244891643524, -0.15212006866931915, 1.0526944398880005, 0.22518108785152435, -0.35771897435188293, -0.6756470203399658, -0.6563522219657898, -0.06223922222852707, -0.4129473865032196, -0.01583402417600155, 1.0616841316223145, 0.24668294191360474, -0.2064095437526703, -0.0769200548529625, -0.17370609939098358, 0.12450727820396423, -0.4461594820022583, 0.6148843169212341, -0.6262903809547424, -0.09699219465255737, -0.3219379782676697, -0.39606115221977234, 0.19904586672782898, 0.3706338703632355, 0.3975986838340759, 0.11894084513187408, 0.3590472638607025, 0.3006788194179535, -0.896083414554596, 0.1546807587146759, -0.07197710126638412, -0.0304952934384346, -0.39430299401283264, 0.9401121735572815, -0.06748803704977036, 0.32477429509162903, -0.18781648576259613, -0.5460194945335388, 0.44064468145370483, -0.5719888210296631, 0.18309280276298523, 0.7827833890914917, -0.10332070291042328, -0.11873245239257812, -0.24719752371311188, -0.2935492992401123, 0.5586642026901245, -0.07380097359418869, -0.3207554221153259, -0.14905720949172974, -0.5220483541488647, 0.25021687150001526, -0.8951346278190613, -0.3830101191997528]"
Haris Seferović,27,ST,ST,65,73,70,68,77,72,87,"[0.7279378175735474, -0.12903288006782532, 0.5668349862098694, -0.10001924633979797, 0.20608367025852203, -0.1977059543132782, -0.033774904906749725, 0.34294161200523376, -0.06252709776163101, -0.6958457231521606, 0.13432829082012177, 0.21182434260845184, 0.6244628429412842, 0.10143338143825531, 0.33319219946861267, -0.5050674080848694, 0.35348591208457947, -0.10412340611219406, -0.20731483399868011, 0.17562243342399597, 0.01603313349187374, -0.31353825330734253, -0.16719505190849304, -1.1480399370193481, -0.3624224066734314, 0.40507298707962036, -0.17238548398017883, -0.24829530715942383, -0.6563376188278198, 0.5526398420333862, -0.7524183988571167, -0.18012939393520355, 0.17667065560817719, 0.4646480679512024, 0.6435173749923706, 0.35624244809150696, -0.20263895392417908, -0.24847108125686646, -0.29881036281585693, 0.049061790108680725, 0.1399735063314438, 0.17688976228237152, -0.24735473096370697, 0.6464958190917969, 0.2538079619407654, 0.14695243537425995, 0.29740479588508606, -0.059334468096494675, 0.25119340419769287, -0.3684094548225403, 0.5535779595375061, 0.29777175188064575, -0.22695153951644897, -0.6120357513427734, -0.8447188138961792, -0.2745433747768402, -0.2209990918636322, 0.0875563696026802, -0.0995190367102623, 0.4764564335346222, -0.736789882183075, 1.0796059370040894, 0.2128397673368454, -0.6667652130126953]"
Rafael Jorgino Cachoira Rebelo,31,"CB,CDM",CB,49,60,58,66,30,61,83,"[0.22196942567825317, 0.09775523841381073, 0.09581009298563004, -0.3018800914287567, 0.4567733705043793, 0.15724889934062958, 0.044641993939876556, 0.008322332985699177, -0.15767736732959747, 0.7645100355148315, 0.43598121404647827, -0.41931644082069397, 0.0578608512878418, -0.6658968925476074, 0.27287551760673523, -0.274277925491333, -0.8986073136329651, -0.10712116956710815, -0.7777625322341919, 0.030720137059688568, -0.10722672939300537, 0.7420059442520142, -0.31949496269226074, -0.4326014518737793, 0.20611914992332458, -0.10904477536678314, 0.2736283242702484, 0.105127714574337, -0.24224187433719635, 0.2134670913219452, -0.4167260527610779, -0.27610325813293457, 0.8246979117393494, 0.32280081510543823, 0.056961726397275925, 0.17842721939086914, 0.05540340393781662, -0.3652268648147583, 0.022907305508852005, 0.31860587000846863, -0.18233534693717957, 0.8787150979042053, 0.010673562064766884, 0.7088004946708679, 0.9819056391716003, 0.5596335530281067, -0.3430247902870178, -0.4235430955886841, -0.3267068862915039, 0.006821737624704838, 0.5136400461196899, 0.5671787261962891, -0.010809234343469143, -0.7478560209274292, -0.03366594389081001, 0.18773579597473145, 0.5250149965286255, -0.7465805411338806, -0.5035101771354675, 0.5368276834487915, -1.1263623237609863, 0.15436308085918427, 0.267482727766037, 0.2646903395652771]"
Amadou Haidara,21,"CM,RM",CM,79,77,76,77,68,80,69,"[0.556856095790863, 0.10103152692317963, 0.4831297695636749, -0.09079282730817795, 0.7211984992027283, -0.49619126319885254, 0.07002072781324387, -0.406796932220459, 0.040612686425447464, -1.0900659561157227, 0.8056030869483948, -0.3915393352508545, 0.24536578357219696, -0.17504853010177612, 0.03949078544974327, -0.10314429551362991, -0.7864995002746582, 0.36093923449516296, 0.5050987601280212, 0.0004660623671952635, 0.17353780567646027, 0.3857884109020233, -0.3490593135356903, -0.06742478162050247, -1.4893052577972412, 0.3164753019809723, 0.015741517767310143, 0.07249734550714493, -0.21869318187236786, 0.7809799909591675, -0.07955833524465561, -0.08121634274721146, -0.0808318480849266, -0.040751535445451736, 0.8449205756187439, 0.5967904925346375, -0.27751097083091736, 0.2984088361263275, 0.32674500346183777, -0.028056422248482704, 0.3487453758716583, -0.08405488729476929, -0.05830780789256096, 0.19606369733810425, 0.2518966495990753, -0.22474373877048492, -0.06775184720754623, 0.10387852787971497, -0.4851533770561218, 0.48013240098953247, 0.18704724311828613, 0.05890952795743942, 0.01038085576146841, -0.564607560634613, -0.24329158663749695, -0.43409451842308044, -0.08866678923368454, 0.20646464824676514, 0.12722261250019073, -0.3638782799243927, -0.8659148216247559, 0.23844392597675323, -0.4463297724723816, -0.3589446246623993]"
Francesco Caputo,31,ST,ST,85,88,72,68,79,74,74,"[0.410600870847702, 0.2559843063354492, -0.1142466813325882, 0.11390529572963715, 0.2568616271018982, -0.2789857089519501, 0.46053606271743774, -0.36039799451828003, 0.3337378203868866, -0.38540202379226685, 0.637601375579834, -0.2717355787754059, 0.1127299815416336, 0.013666435144841671, -0.2978435456752777, 0.3552468717098236, 0.06913227587938309, -0.4015428125858307, 0.4403485059738159, -0.3540136218070984, 0.7317912578582764, -0.12813352048397064, -0.5297471284866333, -0.9789851307868958, -0.549566388130188, 0.4974502921104431, -0.250638872385025, 0.13638918101787567, -0.36582592129707336, 0.16043442487716675, -0.6570160984992981, -0.04952807351946831, 0.35329732298851013, 0.7227408289909363, 0.49186190962791443, 0.6517336368560791, -0.30196961760520935, 0.4331569969654083, -0.6441032886505127, 0.5970908403396606, 0.03818144276738167, -0.1584995537996292, 0.07355837523937225, 0.4575256109237671, 0.036686401814222336, -0.209590345621109, 0.7694234251976013, 0.07104958593845367, 0.6604971885681152, -1.023930311203003, 0.15164324641227722, 0.13147491216659546, -0.23729920387268066, -0.6381534934043884, 0.1184593215584755, 0.007258299272507429, 0.3452167212963104, -0.23902209103107452, -0.06857504695653915, 0.5846095085144043, -0.5609064698219299, 0.5908161997795105, 0.09476664662361145, -0.2482893317937851]"
Manuel Locatelli,21,"CDM,CM",CDM,63,65,73,78,54,75,70,"[0.371744304895401, -0.06118393689393997, 0.6468909978866577, 0.06390845030546188, 0.24995024502277374, -0.04986092075705528, -0.2602374851703644, 0.4820133149623871, 0.24349190294742584, -0.9444326162338257, 0.5609428882598877, -0.3829008638858795, 1.0052001476287842, -0.7619956731796265, 0.39915016293525696, -0.1461453139781952, -0.3396344482898712, 0.3997020125389099, 0.28941404819488525, -0.1255398690700531, 0.48226940631866455, 0.4299379587173462, -0.567426860332489, -0.6312481760978699, -0.6366865038871765, 0.14116539061069489, -0.434868186712265, 0.11700747907161713, -0.19521261751651764, 0.5960308909416199, -0.17466643452644348, -0.4892028570175171, -0.3499046266078949, 0.03125329688191414, -0.13377231359481812, -0.2664073407649994, 0.0286879725754261, 0.4673003852367401, 0.3549674451351166, 0.061946749687194824, 0.4565267264842987, 0.16254639625549316, -0.2744256258010864, 0.18440347909927368, 0.10033129155635834, -0.2210778146982193, -0.17775829136371613, -0.3988076448440552, -0.8101834058761597, 0.31508398056030273, -0.04635079950094223, 0.062412161380052567, 0.011335114948451519, -0.05973239243030548, -0.11233309656381607, -0.2542479336261749, -0.518927812576294, 0.2090253233909607, -0.41343653202056885, -0.30709025263786316, -0.6909376978874207, 0.48077476024627686, -0.10919211804866791, -0.4788684546947479]"
