full_name,positions,overall_rating,age,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
James Collins,CB,72,35,30,32,38,57,38,44,85,"[1.3700932264328003, 0.7855692505836487, 0.6641203165054321, 0.24941085278987885, 0.09817932546138763, 0.31148046255111694, 0.00910494290292263, 0.9224573373794556, 0.19567368924617767, 1.0280061960220337, 0.5723933577537537, -0.5910946726799011, -0.8169755339622498, 0.417526513338089, 0.3030869662761688, -0.8561865091323853, -0.026861578226089478, -0.7297192811965942, -0.4097292125225067, 0.38973626494407654, -0.4761263430118561, -0.47615155577659607, -0.5561844706535339, 0.45268306136131287, 0.6899971961975098, 0.7080205082893372, 0.8350839614868164, 0.3439188003540039, 0.08068610727787018, 0.5894083380699158, 1.8943688869476318, -0.36773481965065, -0.3156066834926605, -0.24354702234268188, -0.4509029984474182, 0.9186630845069885, 0.8356053829193115, 0.09887991100549698, -0.6476122140884399, -0.07649443298578262, -0.8361082077026367, 0.3731713891029358, -0.29479706287384033, 0.7086436152458191, 0.5293964743614197, -0.15358197689056396, 0.09327718615531921, -0.2721196413040161, -0.35753294825553894, 0.1942654252052307, -0.00833925697952509, -0.7527533769607544, 0.8115251660346985, 0.5193833112716675, 1.13898766040802, -0.4365869164466858, 1.0461446046829224, 0.10888227075338364, -0.5105333924293518, 0.3445477783679962, -0.006002599839121103, -0.4144800007343292, -0.11738606542348862, 0.2841944098472595]"
Nyasha Liberty Mushekwi,ST,72,31,70,76,56,60,76,71,83,"[1.7301650047302246, 0.516251802444458, -0.39859676361083984, -0.8145167827606201, -0.1590580940246582, 0.7725358605384827, 0.008962372317910194, 0.2507134675979614, 0.05869674310088158, 1.1246262788772583, 0.21613802015781403, 0.2563501000404358, 0.0658017247915268, 0.2752501964569092, -0.02277352660894394, -0.03997925668954849, 0.018229501321911812, -0.026741772890090942, 0.800182580947876, 1.0626418590545654, -0.2169061303138733, -0.13584570586681366, -0.22016975283622742, 0.30593326687812805, 0.24078714847564697, 0.350216805934906, 0.19856606423854828, -0.1878083497285843, -0.4758405089378357, 0.3317837715148926, -0.07977104932069778, 0.12128201872110367, -0.4867522120475769, -0.9948533773422241, 0.046990249305963516, 0.2914990782737732, 0.47083529829978943, 0.2436177283525467, 0.028044886887073517, -0.40283292531967163, -0.22331608831882477, 1.0530060529708862, -0.03323207050561905, 0.7508928179740906, 0.4437151253223419, -0.14455267786979675, 0.8675557374954224, -0.05658068507909775, 0.424883633852005, 0.5858741998672485, 0.084111288189888, 0.6301435828208923, -0.025918718427419662, -0.5554289817810059, 0.218678817152977, 0.44523298740386963, -0.0460122711956501, -0.5021374821662903, 1.1988465785980225, -0.27987363934516907, 0.24027518928050995, -0.19948063790798187, -0.7326267957687378, 0.4039994478225708]"
Leiton Jimenez,CB,72,29,68,68,55,60,47,75,79,"[1.1614594459533691, 0.5651476383209229, 0.6436718106269836, -0.08745986223220825, 0.4215441942214966, 0.7075535655021667, -0.4926045536994934, 1.4981129169464111, -0.4519691467285156, 1.5121939182281494, -0.3308134973049164, 0.9784932136535645, -0.6070495843887329, -0.6906870603561401, -0.761081337928772, -0.8216676712036133, 0.7149754166603088, 0.6205461025238037, 1.3585206270217896, 0.439399778842926, -0.6008216142654419, 0.4982651174068451, -0.697476327419281, 0.6335601210594177, 0.024748345836997032, 0.33325234055519104, 0.8133368492126465, 0.6332241892814636, -0.31596577167510986, -0.03968365862965584, 0.7666953206062317, -0.1636086106300354, -0.3959639072418213, -1.5256741046905518, -0.011911727488040924, 0.3043458163738251, 0.2694851756095886, 0.42257481813430786, -1.1730555295944214, 0.131853848695755, 0.10056295990943909, 0.5523296594619751, -0.8850491642951965, 0.8400886058807373, 0.7413444519042969, -0.9536767601966858, 0.6259594559669495, -0.18491734564304352, 1.0110844373703003, 1.5300040245056152, -0.19743560254573822, -0.5653312802314758, 0.577690839767456, -0.07191460579633713, -0.8072372674942017, -0.749408483505249, 0.39957380294799805, 0.1937686651945114, 0.06398345530033112, -0.9244775176048279, -0.5249823331832886, 0.5741714835166931, -0.06581082940101624, 0.5746289491653442]"
Delvin NDinga,CDM,72,30,70,64,59,74,50,87,74,"[0.5630511045455933, 0.009481209330260754, 0.6130511164665222, -0.6131245493888855, 0.23315925896167755, 0.2833515703678131, 0.21438731253147125, -0.3185986280441284, 0.09542731195688248, 0.1712457537651062, -0.17823144793510437, -0.11663264781236649, 0.3238449692726135, 0.1778593510389328, 0.5800715684890747, 0.3157483637332916, -0.07746439427137375, -0.33553269505500793, 0.34847933053970337, -0.741523027420044, -0.6898142695426941, 0.5076867938041687, 0.1204557940363884, 0.8406500816345215, 0.04213271290063858, 0.37849417328834534, -0.3655256927013397, 0.1468338519334793, -0.4017367362976074, 0.6612033843994141, 0.4779595732688904, -0.36043837666511536, -0.5215553045272827, -0.4465278685092926, 0.34018462896347046, 0.17983673512935638, 0.018386084586381912, 0.44063904881477356, -0.04886873811483383, 0.22658495604991913, -0.5235094428062439, 0.4313967227935791, -0.6141126751899719, -0.19170831143856049, 0.6197747588157654, -0.1891729086637497, 0.5647004246711731, -0.7423931956291199, 0.4046782851219177, -0.02966991439461708, -0.15728041529655457, -0.38045698404312134, 0.5714088678359985, -0.08074392378330231, 0.20571836829185486, 0.025038082152605057, 0.9381160736083984, 0.4404357373714447, 0.5762932896614075, 0.16641627252101898, 0.23606956005096436, -0.19773554801940918, 0.16177409887313843, -0.2639773190021515]"
Felix Kroos,"CDM,CM",72,27,66,64,69,74,59,73,71,"[1.8106714487075806, 1.1420278549194336, 0.1864873319864273, -0.4419249892234802, -0.6272711753845215, 0.3355867862701416, 0.25944745540618896, 0.5327708721160889, 0.6373682022094727, -0.07806969434022903, -0.0605006068944931, 0.05693666636943817, -0.22183537483215332, -0.43318167328834534, 0.5932906866073608, -0.7621340155601501, 0.38623353838920593, -0.3505646884441376, 0.14347098767757416, 0.7121509909629822, -0.2696540355682373, 0.5048410892486572, 0.5402685403823853, -0.750723123550415, 0.07518504559993744, -0.13216663897037506, 0.06370633095502853, 0.3013666868209839, -0.49240604043006897, -0.17936380207538605, -0.010144340805709362, -0.5269699692726135, -0.0780867338180542, -0.6611042618751526, -0.7285612225532532, 0.6687180995941162, -0.5378297567367554, 0.6453865170478821, -0.19024717807769775, -0.9097573757171631, 0.44344720244407654, 1.0074115991592407, -0.1630784422159195, 1.2149534225463867, 0.45564305782318115, -0.30558454990386963, 0.6121110320091248, -0.0962705984711647, 0.3496243953704834, 0.6306430697441101, 0.5773524641990662, -0.7453572154045105, 0.909062922000885, -0.4156898558139801, 0.36520713567733765, -0.2118733525276184, 0.23519758880138397, -0.023493649438023567, 0.47802120447158813, -0.7699350714683533, 0.7361513376235962, -0.36560559272766113, 0.5189968943595886, -1.204221487045288]"
Mimoun Mahi,"ST,LM",72,24,77,79,78,66,70,69,66,"[1.0171829462051392, -0.15336181223392487, 0.24099496006965637, -0.7042956948280334, -0.32397007942199707, -0.7845990657806396, -0.17313355207443237, 0.13334918022155762, -0.490071564912796, 0.34539082646369934, 0.7624518871307373, 0.2914498746395111, -0.6502274870872498, -0.23493850231170654, 0.32313790917396545, -0.4871702194213867, 0.07823745161294937, 0.2460438758134842, 0.4050634503364563, -0.4335343837738037, -0.24659568071365356, 0.07776758819818497, 0.4841476380825043, 1.140094518661499, 0.6068023443222046, 0.1227932870388031, 0.5552265644073486, 0.1678318977355957, -0.7610632181167603, -0.2024744749069214, 0.09281030297279358, -0.7145656943321228, -0.6248217225074768, -0.2978927195072174, 0.9664781093597412, 0.4297664165496826, -0.01039218157529831, -0.23190775513648987, -0.6592258810997009, -0.7564285397529602, -0.20854486525058746, 1.0055369138717651, -0.3507058918476105, 0.5443481206893921, 0.32177701592445374, -0.8427438139915466, -0.03740264102816582, -0.16036169230937958, 0.902276337146759, -0.14075402915477753, 0.3925909698009491, -0.19600364565849304, 0.12745942175388336, -0.40167564153671265, -0.20940163731575012, -0.5121015310287476, 1.1823049783706665, 0.045329414308071136, 0.8639695048332214, -0.015962641686201096, -0.4154389798641205, -0.43630948662757874, -0.05622028559446335, -0.582226037979126]"
Joris van Overeem,CM,72,24,74,68,74,74,64,75,55,"[1.014329195022583, 0.18033157289028168, 0.4073638617992401, -0.0826583057641983, -0.867193877696991, -0.5057613849639893, 0.4103882610797882, 0.2893456220626831, 0.8959060311317444, 0.7989140152931213, -0.6455315351486206, 0.011612655594944954, 0.3453112840652466, 0.23625023663043976, 0.9390512108802795, 0.06464238464832306, -0.36952275037765503, 0.3909620940685272, 1.4017549753189087, 0.810627818107605, -0.20976939797401428, -0.4267861545085907, 0.7030731439590454, 0.09107329696416855, 0.6970090270042419, 0.3358292281627655, 0.8139110803604126, 0.2997451424598694, -0.10757200419902802, 0.39022326469421387, 0.8715271949768066, 0.8099353313446045, 0.4033604860305786, 0.22984318435192108, 0.05407413840293884, 0.6767057180404663, -0.15965434908866882, 0.5405818223953247, -0.6935897469520569, 0.3098596930503845, -0.20642755925655365, 1.511357069015503, 0.04561255872249603, 0.6239542365074158, 0.1496468484401703, -0.3894610106945038, 0.5064139366149902, 0.14271795749664307, 0.920190155506134, -0.7822535037994385, 0.2739916145801544, -0.20948277413845062, 0.9817335605621338, -0.21266838908195496, 0.10065851360559464, 0.6350939869880676, 0.5803850293159485, 0.0686400979757309, 0.4426579177379608, -0.3039432168006897, 0.3545702397823334, -0.9219786524772644, -0.10830618441104889, -0.5785040259361267]"
Alexander Esswein,"RM,LM,ST",72,28,83,83,75,68,68,67,77,"[-0.2070026844739914, 0.0766129270195961, 0.9918727278709412, -0.5069190859794617, 0.365854948759079, -0.25512197613716125, 0.16022823750972748, -0.13945449888706207, -1.2168941497802734, 0.3932551145553589, -0.5905460715293884, 0.3705355226993561, -0.8269711136817932, 0.4030835032463074, 0.22819554805755615, -0.47163301706314087, 0.7046739459037781, 0.03282490745186806, 0.2068759799003601, -0.09293103218078613, -0.7518161535263062, 0.26299160718917847, -0.1456412822008133, 0.22146834433078766, 1.0855354070663452, 0.36375945806503296, 0.22419098019599915, 0.01280507817864418, -0.1299312561750412, 0.0835714265704155, -0.4021357297897339, 0.5048087239265442, -0.3330610692501068, -0.4285489320755005, 0.6893779635429382, 0.2507857382297516, 0.41776710748672485, 0.16638895869255066, -0.3373181223869324, -0.10217057913541794, 0.451692670583725, 0.2944713830947876, 0.07141554355621338, 1.0109684467315674, 1.4879746437072754, 0.03679807484149933, -0.008643534034490585, -0.408163845539093, 1.2955799102783203, -0.7158466577529907, 0.26251572370529175, -0.9282340407371521, -0.26230448484420776, 0.10160689055919647, -0.3466850519180298, -0.4348837435245514, 1.4850208759307861, -0.36078324913978577, 0.3534523844718933, 0.29514822363853455, -0.26107677817344666, -0.6663460731506348, -0.4689144492149353, -1.259924054145813]"
Jorge Moreira,RB,72,29,83,88,67,73,26,81,55,"[-0.006264536175876856, -0.0005139934364706278, 0.006934871431440115, 0.006998990196734667, 0.004376484081149101, -0.0016006343066692352, 0.007625215221196413, -0.0017450270242989063, -0.006659524980932474, -0.0060293120332062244, -0.005720051005482674, 0.002181544667109847, 0.00129259645473212, -0.006411989219486713, 0.003791298484429717, 0.002287177136167884, 0.0004056458128616214, 0.002975268755108118, -0.004397060722112656, -0.001592107117176056, -0.0032593689393252134, -0.005549025721848011, 0.0023163682781159878, -0.0032831444405019283, 0.006388957146555185, -0.003249584464356303, -0.002950951922684908, 0.0025738351978361607, 0.006140018813312054, -0.0018176132580265403, 0.00046540331095457077, 0.007157035171985626, 0.001628547441214323, -0.00416307058185339, 0.0074848891235888, 0.007235887926071882, -0.005701973102986813, -0.001021372270770371, 0.00600837916135788, 0.00376973208039999, 0.0037148375995457172, -0.004724226891994476, 0.00009506881178822368, 0.00175373419187963, 0.007532588206231594, 0.0016290934290736914, 0.006616935599595308, -0.0003699815133586526, -0.005387765355408192, 0.00332482042722404, -0.0012334446655586362, -0.0008612678502686322, 0.006201206706464291, -0.007704428397119045, 0.0031467294320464134, -0.001799300778657198, 0.0031637181527912617, -0.005696093663573265, 0.003901952411979437, 0.00030038232216611505, 0.003409859724342823, 0.003992428537458181, -0.0012877832632511854, 0.0026251072995364666]"
Jorge Pietro Carvalho Porfirio,"CB,LB",72,35,61,60,47,67,53,72,84,"[1.4365324974060059, 0.2931082248687744, 0.08746027946472168, -0.5949003100395203, -0.07497256249189377, 0.10296967625617981, 0.2745835781097412, -0.18974947929382324, -0.5286779403686523, 0.5356367230415344, 0.6858823895454407, 0.3713603615760803, -0.12102381885051727, -0.621699869632721, 0.21940740942955017, -1.368882656097412, 0.9813581109046936, -0.5671179890632629, 0.2005293071269989, -0.367644339799881, -0.7577332854270935, -0.7735552191734314, -0.31376802921295166, -0.27679911255836487, -0.13986340165138245, 0.2935795783996582, -0.5284053087234497, 0.04539788141846657, 0.0886998102068901, 0.07218800485134125, 0.6408051252365112, -0.4406401216983795, -0.2265084683895111, -0.46922388672828674, 0.7404600381851196, 0.19322296977043152, 0.5014733672142029, 0.3625173568725586, -0.773219108581543, 0.12220286577939987, -0.2389076203107834, 0.5081022381782532, 0.39867302775382996, 0.8158783316612244, -0.2562403976917267, -0.9490722417831421, 0.29348134994506836, -0.931898832321167, 1.1727327108383179, -0.00923416018486023, 0.7622827291488647, -0.10120423883199692, 0.5552707314491272, -0.6001771688461304, -0.17159582674503326, 0.4276910722255707, 0.4529365003108978, -0.20174242556095123, 0.9704421162605286, -1.093131422996521, -0.7457367777824402, -0.3216456174850464, -0.298822283744812, -1.0027610063552856]"
Jair Pereira Rodriguez,CB,72,32,46,46,54,60,31,70,82,"[0.6882099509239197, 1.063827633857727, 0.6822324395179749, -0.3645719587802887, -0.7113667130470276, 0.7397993803024292, 1.3529696464538574, 1.2675974369049072, 0.08796539902687073, -0.33741602301597595, 0.17237327992916107, 0.11536992341279984, -0.4639250636100769, 0.1828463077545166, -0.13496054708957672, -0.5418187975883484, 0.822424054145813, 0.5072754621505737, 1.082451343536377, 0.6524788737297058, -0.3368608355522156, -0.766581118106842, 0.23949021100997925, -0.08065412193536758, 0.32423385977745056, 0.263126939535141, 0.6923184990882874, 0.9246922135353088, 0.5709232687950134, -0.051582109183073044, 0.3656528890132904, -0.43893080949783325, -0.4457128643989563, -1.059686541557312, 0.10617630928754807, 0.9631936550140381, 0.1525726020336151, 0.40825602412223816, -0.029569903388619423, -0.5693978071212769, 0.38925331830978394, 1.422977328300476, -0.04261798784136772, 0.8429294228553772, 0.19919829070568085, -0.791231095790863, 0.539274275302887, 0.6493094563484192, 0.46359407901763916, 0.009353818371891975, -0.42413467168807983, -0.3720797002315521, 0.0286154393106699, -1.357995629310608, 0.8303580284118652, -0.8078802824020386, 1.1494674682617188, 0.4490535855293274, 0.302215039730072, 0.44787952303886414, 0.20615823566913605, -0.310895711183548, -0.40456423163414, -1.0660502910614014]"
Nino Galovic,CB,72,26,62,68,57,65,40,66,81,"[0.06680808961391449, 0.9406613111495972, -0.31899774074554443, 0.5882434248924255, -0.4628499746322632, 0.08534757047891617, 0.40034931898117065, 0.3175361454486847, 0.1757144331932068, 0.1743369847536087, -0.04802321270108223, -0.012696758843958378, -0.0764828771352768, 0.5165983438491821, -0.054814256727695465, -1.0452845096588135, 0.19958627223968506, -0.15447163581848145, 1.13291597366333, 0.8255738615989685, -0.6413136720657349, 0.8420864939689636, 0.3321528732776642, 0.42456725239753723, 0.07101306319236755, 0.6013336181640625, -0.6289433240890503, -0.05532629042863846, -0.26398974657058716, -0.491115927696228, 0.7053930163383484, -0.8495292663574219, -0.8039134740829468, -0.6586900949478149, 0.6355504393577576, 1.1588116884231567, 0.6047950983047485, 0.405248761177063, -0.8680593967437744, 0.22086340188980103, 0.18829670548439026, 0.921375036239624, -0.63089919090271, 0.2912423610687256, -0.06404874473810196, 0.1488608717918396, 0.39440396428108215, -1.110196590423584, 1.1180685758590698, 0.08519736677408218, 1.1604777574539185, -0.15282030403614044, 0.3837440013885498, -0.10607411712408066, -0.13585719466209412, -0.9154792428016663, 0.2644132375717163, 0.36839213967323303, 1.5638798475265503, 0.22738246619701385, -0.8510779142379761, -0.2541264593601227, -0.2457103729248047, -0.7079015374183655]"
Harold Santiago Mosquera Caicedo,"LM,RM",72,24,83,81,75,71,65,75,63,"[0.8967618942260742, -0.013279411941766739, 0.27256572246551514, -0.5183943510055542, -0.42911240458488464, -0.8277180790901184, -0.2531498372554779, -0.26297739148139954, -0.2914568781852722, 0.895939826965332, -0.42747390270233154, 0.6325132250785828, -0.432284951210022, -0.20632800459861755, 0.6074588298797607, -0.14089278876781464, -0.6208203434944153, -0.5198805928230286, 0.7886220216751099, 0.34218594431877136, 0.402919739484787, 1.1039451360702515, 0.1709667146205902, 0.9181854128837585, 1.152744174003601, -0.4010028839111328, -0.25217828154563904, 0.26335135102272034, -0.035216834396123886, -0.393808513879776, -0.11388958245515823, -0.5518312454223633, -0.1677931845188141, -1.2149343490600586, 0.3872556984424591, 0.7326846718788147, -0.9473916292190552, 0.5116536021232605, -0.8306026458740234, -0.4603661596775055, -0.2569863498210907, 0.6781194806098938, 0.06634118407964706, 0.42556262016296387, 0.428678423166275, 0.13927574455738068, 0.41196388006210327, -0.6994118094444275, 0.5346828699111938, -0.020965058356523514, -0.10826410353183746, -0.3030441403388977, -0.08744005858898163, -0.8104050159454346, -0.12129263579845428, -0.6978824734687805, 0.9628579020500183, -1.37350332736969, -0.15678371489048004, 0.7260565757751465, 0.08934931457042694, -0.5514254570007324, 0.338096559047699, 0.4457308351993561]"
